Country Name	Country Code	Series Name	Series Code	Time	Time Code	Value
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1979	YR1979	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1980	YR1980	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1981	YR1981	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1982	YR1982	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1983	YR1983	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1984	YR1984	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1985	YR1985	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1986	YR1986	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1987	YR1987	14.1
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1988	YR1988	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1989	YR1989	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1990	YR1990	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1991	YR1991	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1992	YR1992	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1993	YR1993	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1994	YR1994	15.1
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1995	YR1995	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1996	YR1996	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1997	YR1997	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1998	YR1998	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	1999	YR1999	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2000	YR2000	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2001	YR2001	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2002	YR2002	13
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2003	YR2003	15.1
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2004	YR2004	10.2
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2005	YR2005	10
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2006	YR2006	8.3
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2007	YR2007	6.7
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2008	YR2008	6
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2009	YR2009	5
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2010	YR2010	4.5
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2011	YR2011	4.1
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2012	YR2012	3.4
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2013	YR2013	2.9
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2014	YR2014	2.4
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2015	YR2015	2.7
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2016	YR2016	1.8
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2017	YR2017	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2018	YR2018	
Turkey	TUR	Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	2019	YR2019	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1970	YR1970	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1971	YR1971	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1972	YR1972	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1973	YR1973	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1974	YR1974	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1975	YR1975	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1976	YR1976	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1977	YR1977	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1978	YR1978	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1979	YR1979	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1980	YR1980	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1981	YR1981	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1982	YR1982	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1983	YR1983	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1984	YR1984	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1985	YR1985	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1986	YR1986	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1987	YR1987	2.4
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1988	YR1988	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1989	YR1989	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1990	YR1990	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1991	YR1991	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1992	YR1992	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1993	YR1993	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1994	YR1994	3.2
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1995	YR1995	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1996	YR1996	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1997	YR1997	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1998	YR1998	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	1999	YR1999	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2000	YR2000	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2001	YR2001	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2002	YR2002	2.5
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2003	YR2003	4.2
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2004	YR2004	2.2
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2005	YR2005	2.6
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2006	YR2006	1.9
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2007	YR2007	1.4
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2008	YR2008	0.6
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2009	YR2009	0.9
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2010	YR2010	0.8
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2011	YR2011	0.3
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2012	YR2012	0.3
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2013	YR2013	0.3
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2014	YR2014	0.3
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2015	YR2015	0.3
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2016	YR2016	0.2
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2017	YR2017	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2018	YR2018	
Turkey	TUR	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	2019	YR2019	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1970	YR1970	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1971	YR1971	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1972	YR1972	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1973	YR1973	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1974	YR1974	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1975	YR1975	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1976	YR1976	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1977	YR1977	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1978	YR1978	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1979	YR1979	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1980	YR1980	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1981	YR1981	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1982	YR1982	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1983	YR1983	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1984	YR1984	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1985	YR1985	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1986	YR1986	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1987	YR1987	35.1
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1988	YR1988	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1989	YR1989	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1990	YR1990	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1991	YR1991	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1992	YR1992	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1993	YR1993	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1994	YR1994	32
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1995	YR1995	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1996	YR1996	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1997	YR1997	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1998	YR1998	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	1999	YR1999	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2000	YR2000	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2001	YR2001	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2002	YR2002	31.9
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2003	YR2003	32.4
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2004	YR2004	30.8
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2005	YR2005	32.8
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2006	YR2006	29.6
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2007	YR2007	28.2
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2008	YR2008	29.4
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2009	YR2009	29.2
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2010	YR2010	29.3
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2011	YR2011	30.5
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2012	YR2012	30.5
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2013	YR2013	30.6
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2014	YR2014	31.6
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2015	YR2015	33.5
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2016	YR2016	32.1
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2017	YR2017	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2018	YR2018	
Turkey	TUR	Income share held by highest 10%	SI.DST.10TH.10	2019	YR2019	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1970	YR1970	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1971	YR1971	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1972	YR1972	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1973	YR1973	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1974	YR1974	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1975	YR1975	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1976	YR1976	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1977	YR1977	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1978	YR1978	
United States	USA	GINI index (World Bank estimate)	SI.POV.GINI	1979	YR1979	34.6
